Measure,MeasureType,Year,Ethnicity,GeoArea,AgeGroup,VariableName,Variable,Value,LowerCI,UpperCI,QualityInd
3.1 ASH,Rate,2021,Māori,Total,Total,Total,Total,745.7,726.7,764.7,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Total,Total,Total,Total,479.1,469.6,488.6,NA
3.1 ASH,Rate,2021,Pacific peoples,Total,Total,Total,Total,1005.6,970.6,1040.7,NA
3.1 ASH,Rate,2022,Māori,Total,Total,Total,Total,845.3,824.8,865.7,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Total,Total,Total,Total,550.7,540.5,561,NA
3.1 ASH,Rate,2022,Pacific peoples,Total,Total,Total,Total,1174.3,1136.4,1212.3,NA
3.1 ASH,Rate,2023,Māori,Total,Total,Total,Total,860.7,840.1,881.3,NA
3.1 ASH,Rate,2023,Non-Māori non-Pacific peoples,Total,Total,Total,Total,557.9,547.6,568.2,NA
3.1 ASH,Rate,2023,Pacific peoples,Total,Total,Total,Total,1256.7,1217.4,1295.9,NA
3.1 ASH,Rate,2018,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,713.9,660.6,767.2,NA
3.1 ASH,Rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,Total,Total,746.7,640.3,853.2,NA
3.1 ASH,Rate,2018,Māori,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,553,441.8,664.2,NA
3.1 ASH,Rate,2018,Māori,Te Karu o te Ika Poari Hauora,Total,Total,Total,879.2,690.1,1068.4,NA
3.1 ASH,Rate,2018,Māori,Te Moana a Toi,Total,Total,Total,901.2,824.3,978,NA
3.1 ASH,Rate,2018,Māori,Te Mātuku,Total,Total,Total,1027.7,885.3,1170.2,NA
3.1 ASH,Rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,633,555.7,710.2,NA
3.1 ASH,Rate,2018,Māori,Te Punanga Ora,Total,Total,Total,1025,896.9,1153.1,NA
3.1 ASH,Rate,2018,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,818.8,774.2,863.4,NA
3.1 ASH,Rate,2018,Māori,Te Taura Ora o Waiariki,Total,Total,Total,1329.3,1194.8,1463.9,NA
3.1 ASH,Rate,2018,Māori,Te Tauraki,Total,Total,Total,776.7,721.8,831.6,NA
3.1 ASH,Rate,2018,Māori,Te Tiratū,Total,Total,Total,1296.4,1227.6,1365.3,NA
3.1 ASH,Rate,2018,Māori,Tihei Takitimu,Total,Total,Total,910.2,825.5,994.9,NA
3.1 ASH,Rate,2018,Māori,Tūwharetoa,Total,Total,Total,652.2,501.5,802.8,NA
3.1 ASH,Events,2018,Māori,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2018,Māori,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2018,Māori,Ātiawa Toa,Total,Total,Total,1016.8,936.3,1097.2,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,415.2,387.9,442.5,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,434,309.9,558.1,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,398.6,346.4,450.8,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,464.4,362,566.8,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,Total,Total,502.8,456.4,549.3,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Mātuku,Total,Total,Total,621,513,729,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,447.2,396.9,497.5,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,Total,Total,745.7,670.2,821.1,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,500.3,481.6,518.9,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,786.9,667.9,905.9,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Tauraki,Total,Total,Total,577,554.1,599.8,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Te Tiratū,Total,Total,Total,816.1,772.6,859.7,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,Total,Total,599.9,534.6,665.2,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Tūwharetoa,Total,Total,Total,409.4,300.2,518.6,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2018,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,Total,Total,626.1,590.4,661.7,NA
3.1 ASH,Rate,2018,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,1048.2,994.1,1102.4,NA
3.1 ASH,Rate,2018,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,1215,554.5,1875.4,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,730.8,402.2,1059.4,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,947.4,328.4,1566.3,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Moana a Toi,Total,Total,Total,1300.2,956.6,1643.9,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Mātuku,Total,Total,Total,921.7,517.7,1325.6,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,990.3,741.8,1238.8,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Punanga Ora,Total,Total,Total,654.8,267.8,1041.7,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,1343.9,1265.7,1422.1,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,1176.5,660.9,1692.1,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Tauraki,Total,Total,Total,1218,1084.4,1351.7,NA
3.1 ASH,Rate,2018,Pacific peoples,Te Tiratū,Total,Total,Total,1371.4,1164,1578.8,NA
3.1 ASH,Rate,2018,Pacific peoples,Tihei Takitimu,Total,Total,Total,1758.2,1453.6,2062.8,NA
3.1 ASH,Rate,2018,Pacific peoples,Tūwharetoa,Total,Total,Total,793.7,98,1489.3,NA
3.1 ASH,Events,2018,Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2018,Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2018,Pacific peoples,Ātiawa Toa,Total,Total,Total,1284.9,1151.1,1418.8,NA
3.1 ASH,Rate,2019,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,639.4,588.4,690.5,NA
3.1 ASH,Rate,2019,Māori,Tairāwhiti Toitū Te Ora,Total,Total,Total,864.4,748.4,980.5,NA
3.1 ASH,Rate,2019,Māori,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,685.8,561.5,810.1,NA
3.1 ASH,Rate,2019,Māori,Te Karu o te Ika Poari Hauora,Total,Total,Total,429.4,299.6,559.3,NA
3.1 ASH,Rate,2019,Māori,Te Moana a Toi,Total,Total,Total,894,817,971,NA
3.1 ASH,Rate,2019,Māori,Te Mātuku,Total,Total,Total,863.6,733.4,993.8,NA
3.1 ASH,Rate,2019,Māori,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,709.5,626.8,792.1,NA
3.1 ASH,Rate,2019,Māori,Te Punanga Ora,Total,Total,Total,1032.4,904.9,1159.8,NA
3.1 ASH,Rate,2019,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,856,810.2,901.9,NA
3.1 ASH,Rate,2019,Māori,Te Taura Ora o Waiariki,Total,Total,Total,927.6,815.7,1039.5,NA
3.1 ASH,Rate,2019,Māori,Te Tauraki,Total,Total,Total,786,730.8,841.3,NA
3.1 ASH,Rate,2019,Māori,Te Tiratū,Total,Total,Total,1085.3,1021.9,1148.7,NA
3.1 ASH,Rate,2019,Māori,Tihei Takitimu,Total,Total,Total,925.5,839.1,1012,NA
3.1 ASH,Rate,2019,Māori,Tūwharetoa,Total,Total,Total,442.6,322.3,562.8,NA
3.1 ASH,Rate,2019,Māori,Ātiawa Toa,Total,Total,Total,994.1,914.2,1074.1,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,381.3,355.5,407.2,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,411.8,296.5,527.1,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,309.7,264.4,355.1,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,481.4,378.4,584.3,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,Total,Total,554.9,507.4,602.3,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Mātuku,Total,Total,Total,396.4,313.1,479.6,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,440.2,390.8,489.7,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,Total,Total,728.5,654.9,802.2,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,521,502,539.9,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,643.4,536.8,750,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,Total,Total,516.4,495,537.8,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Te Tiratū,Total,Total,Total,698.1,658.6,737.7,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,Total,Total,538.8,477.3,600.3,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Tūwharetoa,Total,Total,Total,335.1,237.2,433,NA
3.1 ASH,Events,2019,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2019,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,Total,Total,539.2,506,572.5,NA
3.1 ASH,Rate,2019,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,977.4,925.4,1029.5,NA
3.1 ASH,Rate,2019,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,1758.2,896.7,2619.8,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,546.2,249.3,843.1,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,957.4,331.9,1583,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Moana a Toi,Total,Total,Total,798,521.5,1074.5,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Mātuku,Total,Total,Total,776.3,407.2,1145.3,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,961.9,714.3,1209.4,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Punanga Ora,Total,Total,Total,1419.4,826.2,2012.5,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,1278.7,1202.4,1355,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,1381.2,839.8,1922.7,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Tauraki,Total,Total,Total,1157,1029,1284.9,NA
3.1 ASH,Rate,2019,Pacific peoples,Te Tiratū,Total,Total,Total,1102.8,915.4,1290.2,NA
3.1 ASH,Rate,2019,Pacific peoples,Tihei Takitimu,Total,Total,Total,1504.8,1223.6,1786,NA
3.1 ASH,Rate,2019,Pacific peoples,Tūwharetoa,Total,Total,Total,754.7,15.1,1494.3,NA
3.1 ASH,Events,2019,Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2019,Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2019,Pacific peoples,Ātiawa Toa,Total,Total,Total,1408.6,1269.1,1548,NA
3.1 ASH,Rate,2020,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,499,453.3,544.8,NA
3.1 ASH,Rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,Total,Total,445,361.1,528.9,NA
3.1 ASH,Rate,2020,Māori,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,460.7,358.5,563,NA
3.1 ASH,Rate,2020,Māori,Te Karu o te Ika Poari Hauora,Total,Total,Total,462,327,597,NA
3.1 ASH,Rate,2020,Māori,Te Moana a Toi,Total,Total,Total,692.7,625.2,760.3,NA
3.1 ASH,Rate,2020,Māori,Te Mātuku,Total,Total,Total,494.6,396.2,593.1,NA
3.1 ASH,Rate,2020,Māori,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,502.1,431.6,572.5,NA
3.1 ASH,Rate,2020,Māori,Te Punanga Ora,Total,Total,Total,599.5,500.5,698.4,NA
3.1 ASH,Rate,2020,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,478.6,444.3,513,NA
3.1 ASH,Rate,2020,Māori,Te Taura Ora o Waiariki,Total,Total,Total,708,609.8,806.1,NA
3.1 ASH,Rate,2020,Māori,Te Tauraki,Total,Total,Total,474.1,430.5,517.6,NA
3.1 ASH,Rate,2020,Māori,Te Tiratū,Total,Total,Total,633.7,584.4,683,NA
3.1 ASH,Rate,2020,Māori,Tihei Takitimu,Total,Total,Total,703.3,627.2,779.4,NA
3.1 ASH,Rate,2020,Māori,Tūwharetoa,Total,Total,Total,385.7,270.4,500.9,NA
3.1 ASH,Rate,2020,Māori,Ātiawa Toa,Total,Total,Total,724.5,655.3,793.6,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,293.2,270.7,315.7,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,308.4,210.4,406.5,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,255.7,214.6,296.8,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,489.5,386,592.9,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,Total,Total,431.5,390.1,473,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Mātuku,Total,Total,Total,254.5,187.9,321.2,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,314.1,272.7,355.5,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,Total,Total,439.6,382.3,496.9,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,294.2,279.8,308.5,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,385.1,302.8,467.5,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Tauraki,Total,Total,Total,354.3,336.6,372.1,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Te Tiratū,Total,Total,Total,481.4,448.6,514.1,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,Total,Total,419.1,365.4,472.7,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Tūwharetoa,Total,Total,Total,298.7,206.2,391.3,NA
3.1 ASH,Events,2020,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2020,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,Total,Total,410.5,381.2,439.8,NA
3.1 ASH,Rate,2020,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,585.3,545,625.7,NA
3.1 ASH,Rate,2020,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,721.6,187,1256.3,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,403.2,153.3,653.1,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,526.3,65,987.7,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Moana a Toi,Total,Total,Total,580,352.7,807.4,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Mātuku,Total,Total,Total,801.9,420.7,1183.1,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,523.6,336.2,710.9,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Punanga Ora,Total,Total,Total,621.1,236.1,1006.1,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,760.8,701.1,820.5,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,601.1,245.9,956.3,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Tauraki,Total,Total,Total,739.4,636.4,842.3,NA
3.1 ASH,Rate,2020,Pacific peoples,Te Tiratū,Total,Total,Total,675.1,527.2,823,NA
3.1 ASH,Rate,2020,Pacific peoples,Tihei Takitimu,Total,Total,Total,1089.9,851.1,1328.8,NA
3.1 ASH,Events,2020,Pacific peoples,Tūwharetoa,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2020,Pacific peoples,Tūwharetoa,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2020,Pacific peoples,Ātiawa Toa,Total,Total,Total,987,868.1,1105.8,NA
3.1 ASH,Rate,2021,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,671,617.8,724.2,NA
3.1 ASH,Rate,2021,Māori,Tairāwhiti Toitū Te Ora,Total,Total,Total,603.2,503.3,703.1,NA
3.1 ASH,Rate,2021,Māori,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,417.7,318.4,517,NA
3.1 ASH,Rate,2021,Māori,Te Karu o te Ika Poari Hauora,Total,Total,Total,548.1,400.5,695.6,NA
3.1 ASH,Rate,2021,Māori,Te Moana a Toi,Total,Total,Total,965.6,886,1045.3,NA
3.1 ASH,Rate,2021,Māori,Te Mātuku,Total,Total,Total,705.8,587.1,824.4,NA
3.1 ASH,Rate,2021,Māori,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,769.4,681.2,857.7,NA
3.1 ASH,Rate,2021,Māori,Te Punanga Ora,Total,Total,Total,715.5,605.7,825.4,NA
3.1 ASH,Rate,2021,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,710.3,668.1,752.5,NA
3.1 ASH,Rate,2021,Māori,Te Taura Ora o Waiariki,Total,Total,Total,1109.6,989,1230.2,NA
3.1 ASH,Rate,2021,Māori,Te Tauraki,Total,Total,Total,671.9,620.6,723.2,NA
3.1 ASH,Rate,2021,Māori,Te Tiratū,Total,Total,Total,835.1,777.9,892.4,NA
3.1 ASH,Rate,2021,Māori,Tihei Takitimu,Total,Total,Total,955.7,866.6,1044.8,NA
3.1 ASH,Rate,2021,Māori,Tūwharetoa,Total,Total,Total,555.6,417.3,693.8,NA
3.1 ASH,Rate,2021,Māori,Ātiawa Toa,Total,Total,Total,812.2,737.9,886.6,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,415,388.3,441.6,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,559.8,431.4,688.2,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,270,228,312,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,372.4,284.5,460.2,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,Total,Total,570.2,523.2,617.1,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Mātuku,Total,Total,Total,396.9,314,479.9,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,467.1,416.7,517.4,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,Total,Total,532.5,470.8,594.2,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,456.7,438.5,474.8,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,673.1,564.3,781.9,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Tauraki,Total,Total,Total,513.4,492.2,534.6,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Te Tiratū,Total,Total,Total,577.7,542.4,613,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,Total,Total,594.9,532.3,657.5,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Tūwharetoa,Total,Total,Total,277.4,188,366.7,NA
3.1 ASH,Events,2021,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Unknown,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2021,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,Total,Total,543.3,509.3,577.2,NA
3.1 ASH,Rate,2021,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,970.8,918.5,1023,NA
3.1 ASH,Rate,2021,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,1020.4,388,1652.9,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,636.4,303,969.7,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,760.9,197.2,1324.5,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Moana a Toi,Total,Total,Total,877.6,598.6,1156.6,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Mātuku,Total,Total,Total,663.3,302.7,1023.8,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,720.4,502.5,938.3,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Punanga Ora,Total,Total,Total,1612.9,980.6,2245.2,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,1079.4,1007.8,1151.1,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Taura Ora o Waiariki,Total,Total,Total,1229.1,715.5,1742.6,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Tauraki,Total,Total,Total,1024.9,904,1145.8,NA
3.1 ASH,Rate,2021,Pacific peoples,Te Tiratū,Total,Total,Total,953.2,778.2,1128.2,NA
3.1 ASH,Rate,2021,Pacific peoples,Tihei Takitimu,Total,Total,Total,1655,1356.4,1953.6,NA
3.1 ASH,Events,2021,Pacific peoples,Tūwharetoa,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2021,Pacific peoples,Tūwharetoa,Total,Total,Total,s,s,s,NA
3.1 ASH,Rate,2021,Pacific peoples,Ātiawa Toa,Total,Total,Total,1071.8,947.4,1196.3,NA
3.1 ASH,Rate,2022,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,820.4,761,879.8,NA
3.1 ASH,Rate,2022,Māori,Tairāwhiti Toitū Te Ora,Total,Total,Total,593.9,493.7,694.1,NA
3.1 ASH,Rate,2022,Māori,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,539.1,422.4,655.8,NA
3.1 ASH,Rate,2022,Māori,Te Karu o te Ika Poari Hauora,Total,Total,Total,663.2,499.4,826.9,NA
3.1 ASH,Rate,2022,Māori,Te Moana a Toi,Total,Total,Total,1079,992.5,1165.5,NA
3.1 ASH,Rate,2022,Māori,Te Mātuku,Total,Total,Total,849,716.6,981.4,NA
3.1 ASH,Rate,2022,Māori,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,686.7,602.9,770.5,NA
3.1 ASH,Rate,2022,Māori,Te Punanga Ora,Total,Total,Total,831.8,709.9,953.6,NA
3.1 ASH,Rate,2022,Māori,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,842.7,796.5,888.9,NA
3.1 ASH,Rate,2022,Māori,Te Taura Ora o Waiariki,Total,Total,Total,1247.9,1121.3,1374.6,NA
3.1 ASH,Rate,2022,Māori,Te Tauraki,Total,Total,Total,809.5,752.9,866.1,NA
3.1 ASH,Rate,2022,Māori,Te Tiratū,Total,Total,Total,894.1,833.9,954.3,NA
3.1 ASH,Rate,2022,Māori,Tihei Takitimu,Total,Total,Total,878.8,792.4,965.1,NA
3.1 ASH,Rate,2022,Māori,Tūwharetoa,Total,Total,Total,666.1,513.3,818.9,NA
3.1 ASH,Rate,2022,Māori,Ātiawa Toa,Total,Total,Total,1017,932.9,1101.1,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,Total,Total,500.6,471.4,529.7,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,Total,Total,402.7,294.3,511.2,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,Total,Total,370,321,419,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,Total,Total,381.2,291.3,471.2,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,Total,Total,596.1,548.5,643.7,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Mātuku,Total,Total,Total,542.3,445.2,639.3,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,Total,Total,449.2,399.8,498.5,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,Total,Total,690.4,620.1,760.6,NA
3.1 ASH,Rate,2022,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,Total,Total,578.5,558,599,NA
